name,city,state,address,pincode,contact,store_type,weekdays_timing,map_location
MORE SUPERMARKET,MYSURU,SOUTH KARNATAKA,"Sri Lakshmi Complex, College Rd, Madikeri, Karnataka 571201",571201,9606053286,Supermarket,8:00 to 9:00,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3896.3830354555266!2d75.73369801481634!3d12.424179891216642!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x198ee60d0e20fdb9%3A0xe06543ea55ec6a93!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596644260066!5m2!1sen!2sin
MORE SUPERMARKET,MYSURU,SOUTH KARNATAKA,"Gowri Complex, Gonikopalu, Karnataka 571213",571213,9606053284,Supermarket,8:00 to 9:00,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d124799.251038993!2d75.8407706!3d12.1819957!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3ba5ba39b3d0f05f%3A0x12151a71d4670adf!2sMORE%20Supermarket!5e0!3m2!1sen!2sin!4v1596644142471!5m2!1sen!2sin
MORE SUPERMARKET,MYSURU,SOUTH KARNATAKA,"No. 40/1, G. 1, Almas Towers, Near New Hari Prasad Hotel, Cosba Village, Bolwar, Puttur, Karnataka 572201",572201,9606053290,Supermarket,8:00 to 9:00,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3891.1652698548464!2d75.19309581481986!3d12.767776890989808!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3ba4bd7395555531%3A0xf99af44ffb7bd145!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596644301501!5m2!1sen!2sin
MORE SUPERMARKET,MYSURU,SOUTH KARNATAKA,"349, Next To Bidadi Police Station Bangalore, SH17, Bidadi, Karnataka 562103",562103,9606053353,Supermarket,8:00 to 9:00,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3890.7236769661004!2d77.38093241482015!3d12.79643979097102!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae463f25950661%3A0xfc8acf253fb0f119!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596644344000!5m2!1sen!2sin
MORE SUPERMARKET,MYSURU,SOUTH KARNATAKA,"No. 2191/4-10, Bm Road, SH17, Kuvempu Nagar, Channapatna, Karnataka 562160",562160,9606053356,Supermarket,8:00 to 9:00,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3892.930918342238!2d77.19675451481868!3d12.652534191065737!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x176200a75d74d9b9%3A0xb26b4d5070054cf7!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596644380150!5m2!1sen!2sin
MORE SUPERMARKET,MANGALURU,SOUTH KARNATAKA,"No. 94/1/708, Koma CD Is Vision, 941/708/2, B. H. Road, Sai Baba Temple Cross, Tiptur, Karnataka 572201",572201,9606053386,Supermarket,8:00 to 9:00,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d31066.91084393057!2d76.4583155!3d13.2651879!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bb000b1a5b986f3%3A0x1b3a470da2a0514!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596643175976!5m2!1sen!2sin
MORE SUPERMARKET,MANGALURU,SOUTH KARNATAKA,"Next To Sri Lakshmi Complex, Near Sahyadri Circle, Hassan, Karnataka 573201",573201,9606053384,Supermarket,8:00 to 9:00,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d7774.610772821213!2d76.0982391!3d13.0162145!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3ba5482e5d5012f5%3A0x357d9fd0fbf9561e!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596643230102!5m2!1sen!2sin
MORE SUPERMARKET,MANGALURU,SOUTH KARNATAKA,"M V School, New Bridge Road, Nearby Sir, Kanaka Nagar, Bhadravathi, Karnataka 577301",577301,9606053390,Supermarket,8:00 to 9:00,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d123916.41955305892!2d75.5148028!3d13.9354815!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bbb0162904a370b%3A0xd755531ef3a1343!2sMORE%20Supermarket!5e0!3m2!1sen!2sin!4v1596643567299!5m2!1sen!2sin
MORE SUPERMARKET,MYSURU,SOUTH KARNATAKA,"Kns Circle, Kanakapura, Karnataka 562117",562117,9606053352,Supermarket,8:00 to 9:00,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15577.949159947104!2d77.415445!3d12.5500878!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae5911bf854589%3A0x56b1190031c75618!2sMORE%20SUPER%20MARKET!5e0!3m2!1sen!2sin!4v1596644421393!5m2!1sen!2sin
MORE SUPERMARKET,MYSURU,SOUTH KARNATAKA,"BM ROAD, BESIDES POLICE BAVANA, Haji Nagar, Ramanagara, Karnataka 562159",562159,9606053421,Supermarket,8:00 to 9:00,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d31135.885200576187!2d77.2668972!3d12.714359!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bae4f4eb86f5b0b%3A0x537896716b477513!2sMORE%20Super%20Market!5e0!3m2!1sen!2sin!4v1596644519144!5m2!1sen!2sin
MORE SUPERMARKET,MYSURU,SOUTH KARNATAKA,"830, 12th Cross Rd, Siddhartha Layout, Mysuru, Karnataka 570011",570011,9606053351,Supermarket,8:00 to 9:00,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d7796.365349671274!2d76.6803667!3d12.3034818!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3baf71d2a30dc6bb%3A0x2dd62c4d0e89b921!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596644579593!5m2!1sen!2sin
MORE SUPERMARKET,MYSURU,SOUTH KARNATAKA,"Chamundi Puram, # 2954 K 12/1 , 2954/1A K 12/1A J L B Road, Circle, Next To Karnataka Bank, Chamundipuram, Mysuru, Karnataka 570004",570004,9606053354,Supermarket,8:00 to 9:00,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15592.989386063236!2d76.6512223!3d12.2991227!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xdb610a140e7f29ff!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596644804197!5m2!1sen!2sin
MORE SUPERMARKET,MYSURU,SOUTH KARNATAKA,"JP Nagar, 229/A, A Block, First Stage, JP Nagar Main Rd, Near Shanimahatma Temple, Mysuru, 570008",570008,9606053350,Supermarket,8:00 to 9:00,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d62369.914788150876!2d76.6130846!3d12.3077268!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x14452ec0ef6ecb2a!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596644632007!5m2!1sen!2sin
MORE SUPERMARKET,MYSURU,SOUTH KARNATAKA,"# 376/3, Annapurna Complex, Near Maruthi Temple Sahukar Chennaiah Road, Saraswathipuram Extension, Kuvempunagara North, TK Layout, Mysuru, Karnataka 570009",570009,9606053358,Supermarket,8:00 to 9:00,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3898.201483426166!2d76.6195569148151!3d12.30221419129754!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3baf7ab9b6a75303%3A0xc691cdafdbc3e7db!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596644667403!5m2!1sen!2sin
MORE SUPERMARKET,MYSURU,SOUTH KARNATAKA,"Mandya, # 3404, ""SRI Vijaya Lakshmi Complex Hosahally Circle, VV Rd, Mandya, 571401",571401,9606053357,Supermarket,8:00 to 9:00,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3894.9194438421446!2d76.89308801481735!3d12.521495491152296!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bafa0dbc8e6a949%3A0x99e715819f31edd3!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596644699466!5m2!1sen!2sin
MORE SUPERMARKET,MYSURU,SOUTH KARNATAKA,"Dr.RAJKUMAR ROAD, NEAR SHUBHODAYAHOSPITAL, SHAKTHINAGAR, JSS Layout, Mysuru, Karnataka 570029",570029,9606053431,Supermarket,8:00 to 9:00,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15592.101531099224!2d76.6831035!3d12.3140775!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3baf71876e78c1b9%3A0xf453639dc0e20a92!2sMORE%20SUPER%20MARKET!5e0!3m2!1sen!2sin!4v1596644763904!5m2!1sen!2sin
MORE SUPERMARKET,KARWAR,NORTH KARNATAKA,"Survey No 28A/2, Karwar Talik, Dr Pikle Road, Green St, Baad-1 Village, Kodibag, Karwar, Karnataka 580029",580029,6366236965,Supermarket,8:00 a.m. to 9 p.m.,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3857.25414928855!2d74.12765101484275!3d14.810987589668708!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bbe60c3ffffffe7%3A0xba475f6e9c129563!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596706263596!5m2!1sen!2sin
MORE SUPERMARKET,GADAG,NORTH KARNATAKA,"CTS No.3852A & 2B, Mulgund Road, Mulgundnaka, SH 6, Gadag, Karnataka 582101",582101,6366236964,Supermarket,8:00 a.m. to 9 p.m.,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3846.1631923892346!2d75.62060771485021!3d15.421740989283744!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bb8f95f16cd8e61%3A0x4bb83a70350bb965!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596706175351!5m2!1sen!2sin
MORE SUPERMARKET,VIJAYAPURA,NORTH KARNATAKA," #7, Solapur Rd, Near Subhashree Sagar Hotel, Vijayapura, Karnataka 586103",586103,6366236963,Supermarket,8 a.m. to 9 p.m.,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3818.5407803505814!2d75.70907931486889!3d16.84912268840332!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bc6ff500000000b%3A0x148e9acb539982c5!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596705766498!5m2!1sen!2sin
MORE SUPERMARKET,HOSAPETE,NORTH KARNATAKA,"Shanthi Nagar, College Rd, Hosapete, Karnataka 583211",583211,6366236962,Supermarket,8 a.m. to 9 p.m.,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3818.5407803505814!2d75.70907931486889!3d16.84912268840332!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bc6ff500000000b%3A0x148e9acb539982c5!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596705738017!5m2!1sen!2sin
MORE SUPERMARKET,BALLARI,NORTH KARNATAKA,"Trinethra Super Retail Pvt Ltd., #182, TS NO 493/A/1/ A, Prasad Complex W No 16 Block No 15 Main Road, 1st Cross Rd, Ballari, Karnataka 583103",583103,6366236961,Supermarket,8 a.m. to 9 p.m.,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3851.1963612533873!2d76.9322109148469!3d15.147557089455997!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x1a06f9d9d8e150d9%3A0xa2cd8e08d1d2ee9c!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596705582158!5m2!1sen!2sin
MORE SUPERMARKET,DAVANAGERE,NORTH KARNATAKA," #576/1/2/3, Poornima Plaza, Next Canara Bank, Hadadi Rd, Davanagere, Karnataka 570005",570005,6366236960,Supermarket,8 a.m. to 9:00 p.m.,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3863.7179058064726!2d75.91966731483839!3d14.443413889902732!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bba256c601107b3%3A0x1b0182f993a90375!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596705557673!5m2!1sen!2sin
MORE SUPERMARKET,HUBLI,NORTH KARNATAKA,"Shirur Park, Vidya Nagar, Hubli, Karnataka 580021",580021,6366236959,Supermarket,8:00 a.m. to 9 p.m.,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3847.2606405084994!2d75.1129392!3d15.3623643!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bb8d731f13c2a95%3A0x77f181e62a47f745!2sMore!5e0!3m2!1sen!2sin!4v1596704814738!5m2!1sen!2sin
MORE SUPERMARKET,PUNE,MAHARASHTRA,"Fusion Park, Ajmera Main Rd, Ajmera Colony, Morewadi, Pimpri Colony, Pune, Maharashtra 411018",411018,,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3780.678859387267!2d73.80464151489447!3d18.63350878734334!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x4b06ceef0bed91%3A0x752637589501405b!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596654027781!5m2!1sen!2sin
MORE SUPERMARKET,GOKAK ,NORTH KARNATAKA,"Plot # 10, Opp. Samudaya Bhavan, Vidya Nagar, Gokak, Karnataka 591307",591307,6366236957,Supermarket,8:00 a.m. to 9 p.m.,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3832.1756648011365!2d74.81826811485966!3d16.159888988824957!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bc0afd1e405cbfd%3A0xc233a99adb85db14!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596703712980!5m2!1sen!2sin
MORE SUPERMARKET,DHARWAD,NORTH KARNATAKA,"Plot # 44 D/1, Hotel Gurukrupa Complex, Opp. 7th Cross Road, Dharwad, Karnataka 580008",580008,6366236956,Supermarket,8:00 a.m. to 9 p.m.,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3845.6156639888463!2d74.99118781485063!3d15.451281389265239!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xf55809d5711c4f9%3A0xf98b3a554094856a!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596703630725!5m2!1sen!2sin
MORE SUPERMARKET,BELGAUM,NORTH KARNATAKA," Plot # 4823, A-5, Old PB Rd, Belgaum, Karnataka 590016",590016,6366236955,Supermarket,8:00 a.m. to 9 p.m.,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d7676.6298015941775!2d74.5199147!3d15.8400383!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x48eadabf2dc0e8f%3A0x50a5afbd3bc62a79!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596703548198!5m2!1sen!2sin
MORE SUPERMARKET,BELGAUM,NORTH KARNATAKA,"No.6525, Double Road, Sector No.10, Anjaney Nagar, Mal – Maruthi Extn, Belgaum, Karnataka 590016",590016,6366236954,Supermarket,8:00 a.m. to 9 p.m.,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3837.560269180843!2d74.53538341485608!3d15.879692388998242!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bbf5fcfffffffff%3A0x71eeea57ff5645d9!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596703492225!5m2!1sen!2sin
MORE SUPERMARKET,PUNE,MAHARASHTRA,"RK Jagtap Path, Vishal Nagar, Pimple Nilakh, Pimpri-Chinchwad, Maharashtra 411027",411027,,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d30253.850313797815!2d73.7818224!3d18.5861494!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bc2b9233d27b8a7%3A0xc24d77e1cca4c80d!2sMore%20store!5e0!3m2!1sen!2sin!4v1596654388286!5m2!1sen!2sin
MORE SUPERMARKET,PUNE,MAHARASHTRA,"Near, Little World Mall, Gr Floor, Plot No 21, Sector 02, Western Express Hwy, Kharghar, Navi Mumbai, Maharashtra 410210",410210,,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3771.75167445823!2d73.064213!3d19.0306611!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x174e5f50c38c6769%3A0xcbd1b53e826a72b5!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596654415042!5m2!1sen!2sin
MORE SUPERMARKET,NAVI MUMBAI,MAHARASHTRA,"P-1A, Sant Nirankari Marg, Sector-46/A, Sector 46 A, Seawoods, Navi Mumbai, Maharashtra 400706",400706,,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15088.799501053001!2d73.0044217!3d19.0109122!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3be7c39ed11913a9%3A0x4658017e646b4814!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596654525773!5m2!1sen!2sin
MORE SUPERMARKET,DAVANAGERE,NORTH KARNATAKA,"Chruch Road Site No.330, Sri, Near Bikkeshwar Kalyan Mantap, Nijalingappa Layout, Davanagere, Karnataka 577004",577004,6366236952,Supermarket,8 a.m. to 9:00 p.m.,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3863.4220742182456!2d75.9023362148386!3d14.460436489891825!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bba2578d44b6007%3A0x905230597ab1bc72!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596703386504!5m2!1sen!2sin
MORE SUPERMARKET,DHARWAD,NORTH KARNATAKA,"PB Road Opp HESCOM Main Office, Dharwad, Karnataka 580004",580004,6366236953,Supermarket,8:00 a.m. to 9 p.m.,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3845.794141322221!2d75.01429971485048!3d15.441658189271228!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bb8d27c55555563%3A0xa7c607b08147cab0!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596703440289!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"Plot No.392, Shop, No.1 & 2, Opp: Sboa School, W Block, Anna Nagar West Extension, Chennai, Tamil Nadu 600101",600101,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15544.382317587051!2d80.1959901!3d13.0931287!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x853144cd4b122be9!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596654634226!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU," No, Dr Nair Rd, Parthasarathi Puram, T. Nagar, Chennai, Tamil Nadu 600017",600017,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3886.8659024965677!2d80.23850721482279!3d13.044206490808314!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a52665054fba68b%3A0xb37e52ab0a0281ad!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596654674089!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"116, Rangarajapuram Main Rd, KG NTR Heritage, Viswanatha Puram, Kodambakkam, Chennai, Tamil Nadu 600024",600024,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3886.8071160905465!2d80.21951021482282!3d13.047946290805823!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a5266f024bd283d%3A0xcb60667c0416431f!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596654710450!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"New No.175 Ground Floor, Velachery Main Rd, Gowriwakkam, Chennai, 601302",601302,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3888.7854975589416!2d80.16268011482147!3d12.92150369088874!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a525eead5fb5a33%3A0x9a8db85312a14b66!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596654740916!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"MIT Flyover, No.223, Great Southern Trunk Rd, Radha Nagar, Chromepet, Chennai, Tamil Nadu 600044",600044,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15553.689367974122!2d80.1330001!3d12.9448047!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a525fadba991ef1%3A0x1abfffb3bb005a57!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596654811927!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"35/12, Rajaji Rd, Tambaram West, Tambaram, Chennai, Tamil Nadu 600045",600045,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3888.6784350669423!2d80.11347261482156!3d12.928377390884226!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a525f7208687f83%3A0xb726f32030582ae7!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596654858864!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"No.B, 63, Periyar Nagar West, Perambur, Chennai, Tamil Nadu 600082",600082,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d1942.8863374362627!2d80.226034!3d13.1135826!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a52644de87e36bf%3A0x2c91b38e30a691ca!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596654891553!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"Plot.No.1,1B And 12, Puzhuthivakkam, Madipakkam, Chennai, Tamil Nadu 600061",600061,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3888.0142103079115!2d80.18836411482198!3d12.970942390856376!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a525de17e04273f%3A0xb5100b80703d5df2!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596654964200!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"No.22/4, Abhishek Ramaniyam, East Coast Rd, Thiruvanmiyur, Chennai, Tamil Nadu 600041",600041,7448807620,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3887.9343122236673!2d80.25649451482207!3d12.976053190852952!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a525d5c976e60b3%3A0x2ef15aa3d7445ebc!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596655005254!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"No.118/135,Okkiyam Thorapakkam, Tambaram, Chennai, Tamil Nadu 600097",600097,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3888.52256438218!2d80.23742911482162!3d12.938378290877642!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x4708259b10c32357!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596655033502!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"Ground Floor, No.2, Citi Limit Road Secretariat Colony, N.G.O. Colony, Ganesh Nagar, Adambakkam, Chennai, Tamil Nadu 600088",600088,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3887.6126393407617!2d80.20491111482227!3d12.996609490839479!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a52675dba4eae71%3A0xe0f15341c6ddaa5f!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596655067994!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"No.8, Indhra Gandhi Salai, Rajajipuram, Thiruvallur, Chennai, Tamil Nadu 602001",602001,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3884.9283779537036!2d80.20975001482404!3d13.166915790727918!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a5264ca48781f57%3A0xb22aeda0a42e145e!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596655098215!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"No.84/149, Iind Street, Kellys, Secretariat Colony, Kilpauk, Chennai, Tamil Nadu 600010",600010,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3886.132623478921!2d80.24246221482328!3d13.090780190777759!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a5265d080321873%3A0xd6d2510471053dad!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596655127133!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"97, SH 111, KKR Nagar, Madhavaram, Chennai, Tamil Nadu 600060",600060,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d7770.702271075696!2d80.230592!3d13.1402373!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a5265047da9dbe9%3A0x6465c1b343aa2f49!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596655167323!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"182, Kutchery Rd, Basha Garden, Mylapore, Chennai, Tamil Nadu 600004",600004,7448807626,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3887.0212613421218!2d80.2716883148227!3d13.03431799081475!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a5267d4fdc8a157%3A0x9546da4bd539ddb8!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596655205334!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"33 68 West Raja Street, Big St, Kanchipuram, Tamil Nadu 631502",631502,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3890.0252444874523!2d79.69890921482067!3d12.841645190941177!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a52c25186bc9217%3A0x10b226fd344ec644!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596655232010!5m2!1sen!2sin
MORE SUPERMARKET,CHENNAI,TAMIL NADU,"RA Puram, New No.17, Old No.5, Kamarajar Salai, Srinivasa Ave Rd, Raja Annamalai Puram, Chennai, Tamil Nadu 600028",600028,,Supermarket,7.30 to 9.30,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3887.214532414738!2d80.2571383!3d13.0220061!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a5267c67d61c903%3A0x9f1cf648659b3b16!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596655257817!5m2!1sen!2sin
