name,city,state,address,pincode,contact,store_type,weekdays_timing,map_location
MORE SUPERMARKET,HYDERABAD,TELANGANA,"GROUND FLOOR, KALYAN'S MAHI OM COMPLEX, Near WATER TANK, Yapral, Hyderabad, Telangana 500087",500087,9705022202,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d121805.16714465906!2d78.4872118!3d17.4400091!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x176765dbb1a7a807%3A0xbb0092f17cb69491!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596697098658!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Arunodaya Nagar, Hanuman Nagar Garden II, Nagole, Hyderabad, Telangana 500068",500068,9705390005,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3807.781482597035!2d78.55930871487612!3d17.374244788086457!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb98d20bf832a7%3A0x6db31dffb462b86!2sMore%20Super%20market%20Arunodaya%20nagar!5e0!3m2!1sen!2sin!4v1596697148809!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Manjeera Tank Road, Pragathi Nagar, Hyderabad, Telangana 500090",500090,7731988883,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d7609.493163347357!2d78.3854876!3d17.5196066!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb8e1b5abe995f%3A0x9859c9ddbfe4700!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596697205208!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"7, Rd Number 1, Saket, Sainikpuri, Secunderabad, Telangana 500094",500094,9705807166,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3805.2739270759425!2d78.57484231487783!3d17.494432488014517!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb9c9a875c416f%3A0x15de4a5a7470daa7!2sMore%20Super%20Market%20SAKET!5e0!3m2!1sen!2sin!4v1596697359762!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Rukminipuri Colony, Kapra, Secunderabad, Telangana 500094",500094,,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d30444.919655313475!2d78.5273919!3d17.4781339!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb9b70bb41eedf%3A0x2e64736668ff1848!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596697440211!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"9-82, Old Gayatri Nagar, Ambedkar Nagar, Jillelaguda, Hyderabad, Telangana 500079",500097,9603077711,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15235.248574454097!2d78.5195631!3d17.3246107!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcba2781c762311%3A0x71e16fc59418ec43!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596697502159!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Survey NO 443, 444, Circuit House Rd, Near Housing Board, Subedari, Hanamkonda, Telangana 500601",500601,9912226858,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3794.5303500671175!2d79.54878731488505!3d18.000574487713944!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a334f8155555555%3A0x3327d1310a891bdb!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596697553830!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"After Kanteshwar Temple, Near To Dhanalakshmi Bank, Kanteshwar, Nizamabad, Telangana 503230",503230,9705807196,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3779.466081221004!2d78.1145914148953!3d18.687940287311793!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x14473e96b509d81%3A0x8e18ef1094087004!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596697610932!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Plot No: 61, Ward No. 6, BLOCK NO 5, MARKET YARD LOCALITY Hyderabad Road, Opp. Honda Showroom, Nalgonda, Telangana 500601",500601,9912226874,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3814.1713953424737!2d79.26371301487184!3d17.06426698827298!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb29129a174833%3A0x7989312162698800!2sMore%20Supermarket%20Hyd%20Road!5e0!3m2!1sen!2sin!4v1596697653649!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Lalitha Satyam Complex, 16-1-4/B/2/1, Saidabad Rd, Beside Andhra Bank, Hyderabad, Telangana 500059",500059,9912226158,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15232.202751274526!2d78.5035412!3d17.3612938!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb985715555555%3A0x609c872fc6da19ff!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596697682221!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Ground Floor H.No: 3-1-54, Railway Station Rd, Beside Municipal Office, Tandur, Telangana 501141",501141,9912226925,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3810.234987339863!2d77.58415441487449!3d17.255862688157627!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x1bdd9c27e059fcff%3A0xb2d2ae488f7df32!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596697726751!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Veerbhadra Colony, IPM Blood Bank Colony, Hayathnagar, Hyderabad, Telangana 501505",501505,,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15234.76571111664!2d78.5861079!3d17.3304312!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcba1b036c192ef%3A0xc5e752658ead968!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596697759340!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Ground Floor, D. No. 13-94 & 13 -95 , Main Road, Nagarkurnool, Nagarkurnool District, Telangana - 501505",501505,9010103423,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3825.6363411994316!2d78.30806021486411!3d16.493941688619753!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x914f5148c7acab44!2sMore%20supermarket!5e0!3m2!1sen!2sin!4v1596697858349!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"PLOT NO:5, OPP J P NAGAR COLONY, Madinaguda, Miyapur, Hyderabad, Telangana 500050",500050,9912226130,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3825.6363411994316!2d78.30806021486411!3d16.493941688619753!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x914f5148c7acab44!2sMore%20supermarket!5e0!3m2!1sen!2sin!4v1596697858349!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Sangareddy, Plot NO. 33 OPP: Hdfc Bank, IITH Main Rd, Sanjeev Nagar, Sangareddy, 502001",502001,9912226856,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3802.9294526302588!2d78.08166421487945!3d17.606084587947862!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcbf9bedb2d145d%3A0xfb4193c564afaead!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596697953186!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"H NO:4-7-8/17/1/B,Ground Floor, SY NO :203/2,BY PASS ROAD, BALAJINAGAR SANGAREDDY, Telangana-SangaReddy- 502001",502001,9666073321,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3802.9294526302588!2d78.08166421487945!3d17.606084587947862!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcbf9bedb2d145d%3A0xfb4193c564afaead!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596697953186!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Opp.Sri Seetaramanjaneya Theatre, Survey No - 1529, Ground Floor, Hyderabad Rd, Srinivas Nagar, Siddipet, Telangana 502103",502103,9912225638,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3792.430459395642!2d78.85084171488653!3d18.09790228765648!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x175ec4586b8d0fe7%3A0xeab6810ecd18fa69!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596698009813!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Medak Main Rd, Sri Sai Nagar, Auto Nagar, Medak, Telangana 502110",502110,,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d30347.618068908927!2d78.2484889!3d18.0506063!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcc152c57671587%3A0x579a981f45647374!2sMORE%20Super%20market!5e0!3m2!1sen!2sin!4v1596698090409!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"SY NO,146,D NO 3-3-97/1C, MAIN ROAD, Subhash Gunj, Zahirabad, Telangana 502220",502220,9705908966,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3801.479037999653!2d77.6141863!3d17.6748164!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bceb4dcffffffff%3A0x8aae8eb10bf96683!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596698135074!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"ITI, MALLIKARJUNA NAGAR, Beeramguda Main Rd, Adjacent To TRIVENI PUBLIC SCHOOL, Opp. GOVT, Ramachandra Puram, Hyderabad, Telangana 500032",500032,9705807191,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3804.9591513664554!2d78.29893831487807!3d17.509463288005595!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb92a9d95abf03%3A0x9fcc2c7a6fac6ada!2sMore%20Supermarket%20RAMACHANDRAPURAM!5e0!3m2!1sen!2sin!4v1596701894306!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Veera Reddy Colony, Ameenpur, Miyapur, Hyderabad, Telangana 502032",502032,9133443299,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3804.95600873982!2d78.31467411487802!3d17.509613288005465!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb929fb9eca18f%3A0x2e26daac2f22038e!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596701940615!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Ground Floor H. No.13-170/5A, Main Road, Toopran, Medak District, Telangana - 502332",502332,9666463428,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3794.8748813762745!2d78.56661551488487!3d17.98455718772333!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xa59b4bbb4e78b5e4!2sMore%20supermarket!5e0!3m2!1sen!2sin!4v1596701972347!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Block NO 3, Opp. To Municipal Office, Vidhya Nagar Colony, Kamareddy, Telangana 503111",503111,9705807190,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3787.5285667389962!2d78.33064901488979!3d18.32315518752425!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcc49a3fe8b6df9%3A0xa17367cf00298149!2sMore!5e0!3m2!1sen!2sin!4v1596702013574!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Armoor, Telangana 503224",503224,,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3777.3354027031664!2d78.2955543!3d18.7832003!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcdbf88bcafae3f%3A0xc9854c9103c40ca!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596702044789!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"H.No - 1-2-69/2 , M S Towers, Opp. Bus Depo, Nirmal, Telangana 504106",504106,9705824040,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3770.386774402822!2d78.34213661490138!3d19.090680987079462!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcd8c7ca7765da9%3A0x781f7cc719a7226a!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596702079211!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"#13-202 To 212 , Srinivasa Complex, Highway Road, Near Call Taxi Petrol Pump, Mancherial, Telangana 504208",504208,9912225649,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3775.287134322037!2d79.4415086148981!3d18.874338887203933!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x22da63296c7a2e8b%3A0x80829bb08c889499!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596702115336!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Highway Road, Naspur, Mancherial, Telangana 504302",504302,,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15101.912257930146!2d79.4512858!3d18.8658613!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a32c9dda7950a79%3A0x3635035d572ebb04!2sMore%20Super%20Market%20naspur!5e0!3m2!1sen!2sin!4v1596702156272!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"H.no, 2-10-936, Jyothinagar, Karimnagar, Telangana 505001",505001,9705908955,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3784.8563277176545!2d79.1164239!3d18.4448313!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bccd927cfdf343f%3A0x20b0e57c2301e9f7!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596702206736!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Ground Floor, 2-3 Kaman Chowrasta 142 & 2, 3-145, Kaman Cir, Mukarampura, Karimnagar, Telangana 505001",505001,8096411118,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3785.2110419771493!2d79.1311915!3d18.4287246!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bccd91434f46c47%3A0xa814817b1201e1f0!2sMORE%20SUPERMARKET!5e0!3m2!1sen!2sin!4v1596702240066!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Pl No: 5-6-570/26, Main Road, Opp Icfai, Next To Kapila Hotel, Nizamabad, Telangana 503002",503002,9705807189,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3780.070426916107!2d78.08869421489484!3d18.6608353873274!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x1a097033bc71c759%3A0xde37a182d9dd1056!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596702268360!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Vemulawada Rd, Mankamma Thota, Karimnagar, Telangana 505001",505001,9912222538,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d15139.723404722194!2d79.1355879!3d18.4414485!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bccd92f0c140c49%3A0x39067556fcdd52eb!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596702303263!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"H.No.5-6-140/D, Fci X Roads, NTPC, Jyothinagar, Ramagundam, Telangana 505215",505215,9705908967,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3777.8082018648774!2d79.48071521489639!3d18.76210228726882!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x19e55da18f1520bb%3A0x553fc158ec2d0857!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596702337698!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Govindagiri Nagar, Korutla, Telangana 505326",505326,,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3776.4094735068006!2d78.7013142148973!3d18.824452587232724!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcd0ba1c2e1f103%3A0x233e61ae2f8d7142!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596702378074!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Vijayapal Colony, Wadepally, Hanamkonda, Telangana 506001",506001,,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3794.4598488319043!2d79.5398365!3d18.0038504!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a334f744e1dc49b%3A0x71875737953b77ec!2sMore%20Supermarket%2C%20NGOs%20Colony!5e0!3m2!1sen!2sin!4v1596702414276!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Badepally, Jadcherla, Telangana 509301",509301,,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3820.275478374448!2d78.14209271486773!3d16.762964588455606!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xc40d11ebcd2abcba!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596702453513!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Door No.10-6, Suraj Sai Nilayam, 165/1, Bus Depot Rd, Opp. Andra Bank, Mamillagudaem, Khammam, Telangana 507001",507001,9912226280,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3810.1749416736243!2d80.1405721!3d17.2587693!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xe58558f6b8fdd50b!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596702549140!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Mustafa Nagar, Khammam, Telangana 507001",507001,,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3810.7706852014235!2d80.14764751487415!3d17.229910288173144!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xe7649fbe8424faa5!2sMore%20Supermarket%2C%20Musthafa%20nagar%2C%20Khammam!5e0!3m2!1sen!2sin!4v1596702587824!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"VVC Complex, Wyra Rd, VDO's Colony, Khammam, Telangana 507002",507002,9912226217,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d30483.42235946705!2d80.1320552!3d17.2465263!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a3459c514316157%3A0x2c2fe7bd102bdeae!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596702619708!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Mamatha Hospital Road, Rotary Nagar, Khammam, Telangana 507002",507002,9705011163,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d30483.42235946705!2d80.1320552!3d17.2465263!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a3459e7907ee20d%3A0x712e757c95e210a1!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596702658845!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"KSP Road, Palwancha, Telangana 507115",507115,,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3803.1287256733444!2d80.6998644148793!3d17.59662118795353!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a341b747d4bc2a3%3A0xfdfaac344222359d!2sMore%20Super%20Market%20Palvoncha!5e0!3m2!1sen!2sin!4v1596702688483!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"G.S.K Plaza, Ramagiri Rd, Srinivas Nagar Colony, Nalgonda, Telangana 508001",508001,,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3814.1969000691606!2d79.2679424!3d17.0630188!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcb29a32779615f%3A0xd9f3dcd93c61a832!2sMore%20Super%20Market!5e0!3m2!1sen!2sin!4v1596702721240!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Sri Raghavendra Swamy Complex, Sagar Rd, Opp. Miryalaguda Function Hall, Hanumanpet, Miryalaguda, Telangana 508207",508207,9705220505,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3818.2233278234385!2d79.55496611486913!3d16.864843488393724!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x56463bcff1c4461%3A0xc04ee34aa810c60e!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596702750993!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Suryapet - Warangal Rd, Manasa Nagar, Suryapet, Telangana 508213",508213,,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3812.4475742953014!2d79.62076071487296!3d17.148425588222228!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a34db23334fe63f%3A0xd4d1a70645b23b73!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596702775948!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Ground Floor, D.No. 8-6-237/E, Plot Nos. 5, 5/A, & 5/B ,and Plot Nos.8 & 8/A, Near Andhra Bank, Padmavathi Colony, Mahbubnagar, Telangana 509002",509002,7731988882,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d244509.98141034163!2d77.8808154!3d16.7533531!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bca2f54dd34ae7f%3A0x1e0271d120f7eab3!2sMORE%20SUPER%20MARKET!5e0!3m2!1sen!2sin!4v1596702823150!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Chandapur, Hanuman Tekidi, Raigadda, Wanaparthy, Telangana 509103",509103,8096733330,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d122468.59271349339!2d78.0965791!3d16.4175357!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bca056ff6b2a173%3A0xfd3bd185f517881e!2sMore%20Supermarket%2C%20Wanaparthy!5e0!3m2!1sen!2sin!4v1596702851908!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Unnamed Road, Laxmidevipalle Rural, Kothagudem, Telangana 507101",507101,8096333349,Supermarket,,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3803.7951311061597!2d80.62220331487885!3d17.564937987972414!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3a34118d06829cfd%3A0x705c029d584f9ff3!2sMore%20Super%20Market%2C%20Lakshmidevipalli%2C%20Kothagudem!5e0!3m2!1sen!2sin!4v1596702880920!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Bus Stand, GROUND FLOOR,H. NO: 1-4, 36/2, Rajiv Marg, Near Old, Nallakunta, Gadwal, Telangana 509125",509125,9505510088,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d238310.32778653156!2d78.9121316!3d21.0487303!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcbc935af4a75dd%3A0xe29ee5d92a181d53!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596697019350!5m2!1sen!2sin
MORE SUPERMARKET,HYDERABAD,TELANGANA,"Ground Floor, D No. 1-109, Sy No. 200/P,Near SBH Bank Main Branch, Kareem Colony Old, NH 44, Shadnagar, 509216",509216,,Supermarket,,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d238310.32778653156!2d78.9121316!3d21.0487303!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bcbc935af4a75dd%3A0xe29ee5d92a181d53!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596702491758!5m2!1sen!2sin
MORE SUPERMARKET,HUBLI,NORTH KARNATAKA,"Main Road, Opp. To Ragubagvan, Navanagar, Hubli, Karnataka 580025",580025,6366236966,Supermarket,8:00 a.m. to 9 p.m.,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3846.6595959675606!2d75.08179851484994!3d15.39491108930061!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x5a05600b7313e75%3A0x2b238825d95f506b!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596706531552!5m2!1sen!2sin
MORE SUPERMARKET,DHARWAD,NORTH KARNATAKA,"Sangameshwara Hight Building Opp: DHO, Haliyal Rd, Dharwad, Karnataka 580008",580008,6366236967,Supermarket,8:00 a.m. to 9 p.m.,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3845.4182207883255!2d74.99482251485074!3d15.461920389258566!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bb8cd6eaaaaaaab%3A0xf531cced589f5abe!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596706593095!5m2!1sen!2sin
MORE SUPERMARKET,TORANAGALLU,NORTH KARNATAKA,"Inside Rock Regency Hotelshop No326 Part Kurekuppa Village Vidyanagar Shankar Gudda Colony, Toranagallu, 583121",583121,6366236968,Supermarket,8 a.m. to 9 p.m.,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3845.4182207883255!2d74.99482251485074!3d15.461920389258566!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3bb8cd6eaaaaaaab%3A0xf531cced589f5abe!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596706593095!5m2!1sen!2sin
MORE SUPERMARKET,RANEBENNUR,NORTH KARNATAKA,"Survey No 796/2 Plot No5, Beside Airtel Office, Rajeshwari Nagar, Ranebennur, Karnataka 581115",581115,6366236971,Supermarket,8 a.m. to 9:00 p.m.,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3860.757713509!2d75.63449191484037!3d14.61287338979472!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x1070a6e4268010a1%3A0x70248572ef0f76de!2sMore%20Supermarket!5e0!3m2!1sen!2sin!4v1596706845439!5m2!1sen!2sin
